hip_angle,knee_angle,hip_force_y,knee_force_y,hip_force_x,knee_force_x,hip_force_z,knee_force_z,hip_torque,knee_torque
-0.719765,22.0112,0.359315,0.0284333,0.476602,0.106563,1.50367,0.60626,-5.8785,-1.18566
-0.659038,22.0655,0.402339,0.00592031,0.483834,0.135423,1.48801,0.590745,-7.13684,-0.069768
-0.530047,22.1378,0.450871,-0.0139401,0.482721,0.171864,1.46082,0.57209,-10.6469,1.38888
-0.41379,22.2033,0.49776,-0.0269343,0.460822,0.200573,1.43199,0.552637,-10.5118,2.54227
-0.305772,22.3129,0.568092,-0.0363947,0.420875,0.241752,1.41599,0.541921,-13.0593,4.60031
-0.175486,22.4253,0.62434,-0.0418212,0.369634,0.280012,1.41361,0.5367,-13.6561,6.47344
-0.0365124,22.5367,0.646346,-0.0381511,0.32773,0.301256,1.4198,0.535912,-13.3664,7.09364
0.0925043,22.686,0.646471,-0.0277213,0.311726,0.3062,1.43115,0.540132,-13.6119,7.24599
0.235434,22.8522,0.638618,-0.0132796,0.331372,0.2981,1.44016,0.547212,-12.1021,6.52581
0.346935,23.0099,0.626779,0.00412806,0.372725,0.28137,1.44097,0.552622,-11.1878,5.30114
0.443433,23.1191,0.603841,0.0219343,0.388408,0.264992,1.44974,0.555853,-9.82227,4.26066
0.630684,23.1678,0.569137,0.0360875,0.355322,0.259763,1.48407,0.562325,-9.47321,3.60743
0.759329,23.2286,0.540258,0.0400147,0.318738,0.264145,1.52215,0.569946,-10.2917,3.44239
0.882406,23.2785,0.52087,0.0326084,0.307811,0.269562,1.5401,0.572862,-10.4645,3.48968
0.986208,23.2898,0.509484,0.0180838,0.320229,0.268088,1.52904,0.567214,-10.762,3.97774
1.05053,23.2878,0.495455,0.00201598,0.344819,0.255769,1.49311,0.553918,-11.0182,4.20775
1.079,23.2674,0.479739,-0.0120384,0.368095,0.243043,1.45207,0.540273,-10.3735,4.1118
1.08683,23.2482,0.469579,-0.0156218,0.379919,0.242215,1.42933,0.536346,-11.6855,5.01937
1.0853,23.2636,0.449277,-0.00771818,0.375423,0.235596,1.43035,0.539888,-12.1339,4.57829
1.08146,23.2632,0.421077,0.0106935,0.360202,0.2205,1.44914,0.548859,-10.709,3.74236
1.10123,23.2813,0.404955,0.0249542,0.351555,0.212366,1.47294,0.560206,-10.548,3.21294
1.15503,23.2972,0.4069,0.0254413,0.361404,0.214103,1.48258,0.567987,-10.165,2.96029
1.19296,23.3142,0.420187,0.0132453,0.393583,0.217839,1.47272,0.568652,-10.7032,3.06379
1.19509,23.3074,0.445274,-0.0056635,0.431445,0.22045,1.45087,0.562146,-11.3205,3.06081
1.2475,23.3384,0.470163,-0.0156195,0.4464,0.226936,1.43195,0.551716,-11.6107,3.49533
1.28183,23.3839,0.490893,-0.0128077,0.424593,0.235336,1.43058,0.543545,-11.7906,3.67909
1.35046,23.4502,0.496422,-0.000449091,0.384307,0.242267,1.4454,0.540462,-10.5811,4.24946
1.40274,23.5016,0.486303,0.00948364,0.356296,0.245564,1.46742,0.542109,-10.6263,4.39089
1.39375,23.5169,0.47036,0.0086769,0.361593,0.243297,1.48257,0.54797,-10.7898,4.12452
1.41291,23.5447,0.450371,-0.00331142,0.392842,0.235396,1.48345,0.5554,-10.8402,4.04199
1.36291,23.574,0.436129,-0.0159439,0.424968,0.224672,1.47107,0.559821,-11.8441,3.53495
1.32069,23.5909,0.422469,-0.0155777,0.432181,0.213168,1.45421,0.556106,-11.287,3.11955
1.27177,23.5845,0.412092,-0.000744116,0.41291,0.207885,1.44769,0.550606,-10.1366,3.15922
1.22091,23.5938,0.409661,0.0123672,0.390932,0.212185,1.45787,0.551964,-10.2672,2.91123
1.19977,23.6099,0.412506,0.0147054,0.384171,0.220085,1.47469,0.55991,-10.5665,2.97608
1.15308,23.6141,0.418659,0.00763818,0.393217,0.220246,1.47754,0.566578,-9.84246,3.0866
1.12245,23.656,0.42335,0.00278889,0.39684,0.211269,1.45716,0.562947,-10.254,2.40055
1.12321,23.7159,0.430062,0.00825721,0.383192,0.205594,1.42837,0.547624,-9.35999,2.62937
1.09963,23.718,0.445911,0.0166634,0.363165,0.214844,1.41847,0.534802,-9.08692,3.41137
1.10985,23.7953,0.462267,0.0183464,0.358173,0.235728,1.43918,0.535948,-11.7176,4.1413
1.08238,23.7998,0.487363,0.00391145,0.382076,0.255658,1.47149,0.548304,-12.5029,4.92561
1.0979,23.8142,0.509153,-0.0159234,0.416037,0.269571,1.49481,0.56185,-13.8901,4.89129
1.11675,23.8634,0.5201,-0.0248272,0.425115,0.273342,1.49394,0.564096,-14.2041,4.63642
1.14946,23.9226,0.543176,-0.0210152,0.40701,0.269625,1.47061,0.553967,-12.701,4.57335
1.0693,23.9544,0.59531,-0.011316,0.37548,0.265459,1.43945,0.540603,-12.0125,4.53659
1.07711,23.9909,0.630599,-0.00161749,0.347275,0.2666,1.42356,0.53396,-11.4438,4.61475
1.13,24.0317,0.628387,0.00605842,0.33815,0.273674,1.43528,0.539443,-12.0234,4.76073
1.17643,24.0487,0.602943,0.00478976,0.353396,0.281228,1.46559,0.554125,-12.5352,4.83876
1.26283,24.0544,0.561435,7.0655e-05,0.386283,0.286184,1.4933,0.567183,-13.5379,4.75834
1.38962,24.0544,0.526287,0.000180556,0.406663,0.283679,1.49568,0.566599,-13.1248,4.81726
1.43223,24.0025,0.535465,0.00794215,0.394958,0.26968,1.4727,0.549471,-11.2735,4.24541
1.43476,23.9779,0.568883,0.0154744,0.378324,0.245504,1.43992,0.527118,-9.18487,3.04766
1.48107,23.9089,0.579613,0.0100396,0.378847,0.222048,1.40782,0.50965,-6.76355,2.39262
1.53035,23.8637,0.565866,-0.00751561,0.401964,0.222777,1.38806,0.504606,-8.53275,1.99937
1.57963,23.7797,0.560482,-0.0332218,0.424287,0.255016,1.38734,0.512193,-11.2627,4.18689
1.55239,23.7061,0.589871,-0.0546983,0.435421,0.29701,1.39828,0.52659,-15.1507,6.7665
1.45908,23.5961,0.623199,-0.0647661,0.441227,0.305586,1.39842,0.534448,-17.1892,7.4568
1.38282,23.4498,0.600904,-0.0568405,0.454427,0.266128,1.37978,0.534093,-13.7089,7.09
1.3005,23.3593,0.518508,-0.0351075,0.471087,0.204989,1.36689,0.535189,-10.796,3.73541
1.28232,23.2722,0.425398,-0.00354786,0.47138,0.162593,1.3787,0.53957,-7.36515,1.84533
1.18414,23.1585,0.358917,0.0274979,0.448171,0.145486,1.41304,0.547622,-5.64056,1.02071
1.21689,23.1043,0.31278,0.0409847,0.434342,0.147699,1.45208,0.563216,-7.38538,0.104354
1.18811,23.0241,0.333968,0.0248363,0.438855,0.167189,1.48683,0.586378,-8.54453,1.75876
1.13388,23.0194,0.409133,-0.00326636,0.452511,0.193561,1.50394,0.60674,-11.5868,3.65992
1.16084,23.0049,0.451828,-0.0194332,0.454374,0.199818,1.48771,0.602606,-12.9697,4.01577
1.22224,22.9718,0.44684,-0.0168531,0.443406,0.189319,1.45292,0.579708,-11.0009,4.35571
1.28668,22.992,0.415198,-0.01235,0.438662,0.182707,1.42572,0.560645,-10.6352,3.78595
1.43151,23.0544,0.374371,-0.0111852,0.440376,0.185787,1.4168,0.553105,-10.5832,3.13574
1.50214,23.0683,0.3684,-0.00770661,0.434275,0.193137,1.42043,0.549571,-9.69818,3.26612
1.58581,23.087,0.412521,-0.00472597,0.42311,0.202592,1.42931,0.548405,-10.0773,2.94888
1.61777,23.1488,0.479311,-0.000978702,0.412396,0.212448,1.43417,0.547302,-10.1967,3.05828
1.69794,23.2255,0.513864,0.000257372,0.412202,0.218881,1.43125,0.546186,-9.71549,3.27415
1.76152,23.2903,0.506401,-0.00331565,0.423303,0.223102,1.43073,0.549382,-9.87847,3.45309
1.87153,23.3898,0.487014,-0.00787163,0.42969,0.227625,1.44216,0.558368,-10.7274,3.37289
1.89202,23.4456,0.495255,-0.0057694,0.41332,0.233953,1.46604,0.566599,-10.7031,3.48645
1.96156,23.493,0.513467,0.000297178,0.391737,0.240832,1.48715,0.570352,-10.7621,3.84242
2.0072,23.5161,0.52428,0.0045501,0.379637,0.244464,1.49299,0.568434,-11.1647,3.64952
2.03269,23.5192,0.526089,0.00587073,0.374646,0.244027,1.47903,0.561267,-10.6035,3.83552
2.05819,23.5514,0.514079,0.00605817,0.372609,0.240261,1.44811,0.549871,-10.5239,3.87726
2.05013,23.5282,0.500034,0.00355485,0.37359,0.232399,1.41734,0.539426,-10.5776,3.49784
2.04473,23.5275,0.490393,0.00348023,0.380467,0.223902,1.40589,0.535153,-9.72819,3.6308
2.05018,23.5255,0.492469,0.00506959,0.391746,0.219245,1.42065,0.53979,-9.7966,3.44767
2.04973,23.5217,0.502173,0.00413708,0.411205,0.220609,1.44698,0.551225,-10.3919,3.46215
2.05191,23.5123,0.500564,-0.00352918,0.436375,0.22561,1.46109,0.563108,-10.736,4.04222
2.04962,23.5666,0.469163,-0.0151556,0.462763,0.226806,1.45052,0.570442,-12.3124,4.02191
2.07908,23.6047,0.415012,-0.0183579,0.469103,0.218679,1.42606,0.566257,-11.6769,4.252
2.09104,23.6598,0.395292,-0.0067992,0.441225,0.207836,1.41647,0.556019,-10.9173,4.01745
2.02185,23.6939,0.425446,0.013206,0.391483,0.203583,1.43356,0.549672,-10.1325,3.80465
2.03339,23.7183,0.458575,0.0303557,0.350625,0.208065,1.46456,0.551131,-9.36061,3.85338
2.03221,23.7803,0.483371,0.0327624,0.347183,0.219006,1.48857,0.557507,-10.5131,3.57153
1.99269,23.6829,0.510672,0.0149985,0.388463,0.231752,1.48816,0.562475,-11.108,3.6253
1.9574,23.6622,0.522145,-0.00436606,0.42631,0.238316,1.46222,0.558487,-12.0531,3.56603
1.98409,23.7105,0.516818,-0.0113586,0.433035,0.239538,1.42967,0.546088,-11.774,4.06826
1.86106,23.687,0.527589,-0.00882937,0.408376,0.238428,1.41101,0.534462,-11.0357,4.28938
1.89722,23.7198,0.5097,0.000706335,0.386798,0.237494,1.41769,0.531903,-10.9791,4.33938
1.85808,23.699,0.485317,0.00764185,0.374478,0.235496,1.44566,0.542952,-10.5725,4.1599
1.82143,23.6942,0.462025,0.00800958,0.380244,0.232052,1.47675,0.561544,-11.0269,3.2084
1.76458,23.6786,0.451055,0.00485767,0.393571,0.229281,1.48658,0.571166,-11.2809,3.10442
1.69811,23.6543,0.45253,0.000546438,0.406288,0.225465,1.46955,0.566803,-11.0497,3.08249
1.60876,23.6423,0.45775,-0.000323724,0.407367,0.220696,1.44299,0.556182,-11.0416,3.09826
1.53066,23.6351,0.45568,0.0041477,0.389721,0.2179,1.4325,0.54908,-10.5889,3.41561
1.45236,23.6137,0.444256,0.0126306,0.361028,0.219932,1.44799,0.550518,-10.3458,3.46486
1.40642,23.6176,0.437134,0.0196194,0.341997,0.226781,1.47728,0.558561,-11.1314,3.55425
1.36088,23.6084,0.442842,0.0210241,0.344089,0.232516,1.49883,0.566488,-11.4801,3.81437
1.30938,23.6004,0.453879,0.016324,0.36473,0.230662,1.49659,0.569005,-11.8902,3.77534
1.25874,23.622,0.45803,0.0105664,0.388852,0.223306,1.47233,0.564979,-11.8297,3.76667
1.20714,23.6333,0.456763,0.00664788,0.400685,0.218165,1.44648,0.559837,-12.0288,3.82355
1.19561,23.6731,0.461604,0.00377707,0.395543,0.223178,1.43753,0.560263,-12.4176,3.6765
1.15181,23.6558,0.476831,0.0012242,0.374852,0.234584,1.45078,0.566327,-12.1667,4.12236
1.19426,23.6373,0.484361,0.00447306,0.351056,0.237204,1.46809,0.566647,-11.9454,3.65409
1.16825,23.613,0.495795,0.00886765,0.350343,0.230864,1.46606,0.554358,-9.92539,2.80737
1.12887,23.6188,0.507909,0.0104122,0.357657,0.231852,1.44963,0.538687,-9.43498,3.10452
1.1177,23.648,0.505251,0.0056543,0.35732,0.240123,1.42992,0.528422,-10.3041,3.41145
1.11727,23.6792,0.511766,-0.000852587,0.3557,0.249635,1.41459,0.525571,-10.842,4.10395
1.10769,23.6834,0.532524,-0.00338532,0.349833,0.256988,1.41604,0.528458,-11.9084,4.52631
1.09747,23.6898,0.555076,0.00165371,0.33789,0.261403,1.43373,0.53574,-12.0874,4.37016
1.1126,23.6989,0.561977,0.010487,0.326025,0.261863,1.45809,0.54595,-12.0292,4.27431
1.11581,23.694,0.553496,0.0163776,0.323304,0.257966,1.47439,0.55547,-11.8717,3.99641
1.1446,23.6985,0.531669,0.0148466,0.342501,0.25074,1.47578,0.560844,-11.5896,3.81215
1.17415,23.6725,0.506614,0.00396766,0.378733,0.241907,1.46545,0.561162,-11.8262,3.67133
1.20443,23.5897,0.485403,-0.00841026,0.410375,0.235034,1.45217,0.556131,-11.4642,3.50402
1.28734,23.5858,0.476647,-0.00829037,0.406488,0.232248,1.43808,0.546842,-11.1996,3.35369
1.34526,23.6172,0.480432,0.0026677,0.374712,0.236215,1.43161,0.538523,-11.3004,3.43799
1.42701,23.6083,0.507479,0.00913669,0.357005,0.246433,1.43279,0.53653,-11.4759,3.66625
1.48691,23.6018,0.536305,0.00708456,0.354683,0.25737,1.43899,0.539783,-12.268,4.01953
1.56012,23.5795,0.547082,0.00185813,0.353654,0.261911,1.446,0.54429,-12.5312,4.32379
1.61999,23.5759,0.54782,-0.00285262,0.357394,0.258046,1.44759,0.546641,-12.4256,3.9616
1.66061,23.573,0.560641,-0.00508116,0.364157,0.252625,1.44316,0.54686,-11.8046,3.82142
1.73697,23.5559,0.572696,-0.00490289,0.363198,0.253791,1.44686,0.546861,-11.7064,3.80032
1.80765,23.517,0.586401,-0.00201156,0.355186,0.262462,1.45498,0.545057,-11.9997,3.91017
1.88141,23.439,0.610848,0.000452968,0.352051,0.273076,1.45015,0.538818,-11.8393,4.50449
1.94115,23.3918,0.633853,-0.000898111,0.357634,0.279735,1.43196,0.530134,-12.2827,4.73093
1.98372,23.3289,0.642493,-0.00564322,0.367459,0.277072,1.4115,0.522419,-11.8081,5.00099
2.03169,23.2663,0.620054,-0.00832612,0.376842,0.26635,1.40098,0.519138,-11.7208,4.60065
2.05066,23.1846,0.573268,-0.00754274,0.38166,0.253652,1.40882,0.524158,-11.228,4.40417
2.05915,23.0957,0.527706,-0.00471749,0.389109,0.243056,1.43127,0.538891,-11.0548,4.07043
2.07552,23.0256,0.497289,-0.000624544,0.397502,0.235126,1.45719,0.557251,-11.9792,3.12637
2.07853,22.8876,0.486548,0.00519129,0.399803,0.230854,1.47408,0.569752,-11.2387,3.32792
2.0792,22.8026,0.48894,0.00768048,0.394674,0.232073,1.47619,0.572756,-11.6228,3.22834
2.06959,22.6815,0.49786,0.00884805,0.376039,0.237562,1.46496,0.563321,-12.0423,3.36028
2.01398,22.5063,0.510289,0.00921982,0.354462,0.241869,1.44546,0.546753,-11.1088,4.2614
1.9565,22.3749,0.526091,0.00599151,0.349667,0.241443,1.42769,0.533825,-10.9429,4.38577
1.84621,22.2269,0.537806,0.000339485,0.353469,0.237302,1.42763,0.529513,-10.9747,3.85095
1.72391,22.0157,0.549308,-0.000270512,0.353504,0.236136,1.44302,0.531986,-10.2306,3.92003
1.58374,21.8763,0.571614,-0.00122264,0.352533,0.239476,1.45674,0.540448,-10.6592,3.6851
1.41677,21.7375,0.595359,-0.00755348,0.351583,0.244651,1.46096,0.551427,-11.274,3.55537
1.2137,21.577,0.608733,-0.0112941,0.341529,0.248784,1.45768,0.558328,-11.0974,4.32299
1.01292,21.4217,0.604303,-0.00763821,0.325193,0.245084,1.45337,0.559668,-10.9416,4.26516
0.821587,21.2437,0.593461,0.00303422,0.309511,0.231865,1.45494,0.560006,-10.1586,3.3123
0.611378,21.0896,0.580811,0.0176915,0.293894,0.218097,1.46588,0.564156,-9.42848,2.94799
0.432761,20.9381,0.578141,0.0261427,0.28348,0.215723,1.48114,0.572036,-9.70407,2.58371
0.289964,20.7806,0.598892,0.0239279,0.281389,0.235794,1.49544,0.583293,-11.5391,3.40075
0.133226,20.6465,0.644998,0.0144245,0.290558,0.267911,1.49811,0.59595,-13.5909,6.10903
0.0220892,20.6153,0.670433,0.000734477,0.314963,0.279429,1.48911,0.604371,-14.7349,7.45156
-0.055578,20.5559,0.649967,-0.00846166,0.347844,0.255365,1.47563,0.604135,-14.3516,7.09108
-0.123124,20.5303,0.585979,-0.00648129,0.380123,0.207482,1.47317,0.601832,-11.8997,5.73004
-0.11215,20.5472,0.509534,0.00986721,0.393408,0.161958,1.49828,0.609402,-9.38258,4.71218
-0.0647131,20.6942,0.449289,0.0313077,0.384076,0.150355,1.54635,0.626571,-6.25038,7.96755
0.0120695,20.8156,0.449321,0.040546,0.371995,0.192995,1.5888,0.642749,-2.74115,15.8693
0.13176,21.0657,0.49883,0.03606,0.390033,0.263417,1.61129,0.657758,-2.52693,25.3812
0.321582,21.4045,0.532839,0.0231276,0.43915,0.30709,1.61555,0.66961,-0.726727,32.1528
0.624041,21.9501,0.54415,-0.00368761,0.51093,0.304374,1.62048,0.69044,-2.05423,28.9273
0.985018,22.6556,0.562164,-0.0434628,0.594878,0.26373,1.63164,0.727696,-5.78868,20.9172
1.4449,23.5505,0.551151,-0.108798,0.693077,0.175691,1.63749,0.758707,-7.09635,8.20977
1.92451,24.5608,0.506029,-0.187852,0.796553,0.0558678,1.61558,0.766169,-8.23294,-7.24999
2.50821,25.4935,0.441899,-0.24476,0.868546,-0.0544688,1.55007,0.741012,-5.31361,-18.174
3.05827,26.2555,0.376396,-0.249618,0.881545,-0.134702,1.47175,0.699575,-1.40896,-26.3053
3.65425,26.9446,0.318048,-0.188471,0.805021,-0.14689,1.44367,0.666512,2.2511,-27.6055
4.25428,27.5584,0.287389,-0.0801889,0.639428,-0.0831194,1.47955,0.643097,6.14647,-21.7183
4.87268,28.0713,0.29814,0.0255644,0.455455,0.0286377,1.53054,0.614312,7.98702,-11.1363
5.47697,28.5703,0.360192,0.0716515,0.358266,0.143538,1.54908,0.583763,3.57761,-0.685494
6.08628,29.0014,0.46099,0.0385437,0.382338,0.239134,1.52473,0.557494,-3.67882,8.19155
6.6921,29.4257,0.566501,-0.045321,0.479569,0.311374,1.46918,0.539073,-12.7025,14.6159
7.29767,29.8001,0.652589,-0.126524,0.579341,0.364322,1.41112,0.529692,-22.1512,17.5807
7.85662,30.1452,0.687965,-0.168358,0.623869,0.379636,1.36098,0.518707,-25.3737,18.6507
8.38718,30.4885,0.680444,-0.164601,0.598577,0.354697,1.32578,0.507209,-24.1598,16.4779
8.75477,30.8201,0.620869,-0.12516,0.536115,0.306201,1.31546,0.502645,-20.1513,12.6439
9.39091,31.2093,0.507008,-0.0672243,0.487507,0.261499,1.33998,0.510822,-15.4726,9.18127
9.81914,31.4743,0.418203,-0.0193206,0.46468,0.226653,1.37023,0.524727,-10.7092,5.6602
10.3423,31.7431,0.364978,0.000418684,0.485061,0.19844,1.38376,0.537797,-7.64789,2.65801
10.8392,31.9147,0.335678,-0.00582405,0.534029,0.171513,1.36578,0.541559,-6.65024,-0.271537
11.344,32.0827,0.317059,-0.0219517,0.587679,0.145041,1.32577,0.534651,-5.10507,-2.53882
11.8424,32.2035,0.304974,-0.0322269,0.619961,0.131352,1.29394,0.526432,-5.43028,-3.19266
12.3068,32.3143,0.298651,-0.0321011,0.62653,0.136623,1.28808,0.523938,-8.6689,-2.15762
12.8141,32.3414,0.302453,-0.0245598,0.617031,0.15883,1.31008,0.528844,-9.87429,0.155714
13.2596,32.3872,0.301747,-0.0141327,0.602268,0.186359,1.3426,0.536893,-12.5709,2.58145
13.761,32.4177,0.330834,-0.0165216,0.621666,0.222162,1.36866,0.546622,-16.3927,4.94857
14.2292,32.3796,0.384952,-0.0327854,0.666989,0.255198,1.37528,0.555345,-17.7151,6.85898
14.6644,32.3733,0.414064,-0.0461521,0.702277,0.262295,1.36224,0.558931,-20.1131,6.69591
15.1013,32.3941,0.397828,-0.0475348,0.712736,0.241492,1.3431,0.55666,-19.1709,5.18795
15.5153,32.3969,0.35087,-0.0381755,0.703239,0.20698,1.33336,0.55216,-15.7549,2.65517
15.9121,32.4196,0.308517,-0.0267889,0.692046,0.180271,1.33968,0.550905,-15.1668,-0.221404
16.3127,32.3716,0.301929,-0.0205882,0.691772,0.175143,1.35674,0.553594,-13.8493,-1.23192
16.6677,32.3303,0.294272,-0.0126221,0.683011,0.173815,1.36442,0.552245,-13.4394,-1.96203
17.0257,32.2653,0.267572,0.00430344,0.650584,0.170902,1.35195,0.540665,-13.0053,-1.96559
17.3481,32.1464,0.250596,0.0152001,0.6171,0.174864,1.32614,0.524288,-10.4609,-0.594891
17.6704,32.052,0.29399,0.00636695,0.61421,0.203617,1.30862,0.518012,-12.2883,1.60576
17.9575,31.9465,0.344692,-0.00337831,0.612441,0.237696,1.30709,0.516528,-15.3165,3.56524
18.2555,31.7571,0.370429,0.00220389,0.601488,0.260882,1.31857,0.515544,-16.4901,5.01371
18.4947,31.6421,0.364078,0.0116073,0.595273,0.25617,1.32486,0.511673,-16.5068,4.39119
18.7191,31.5049,0.362241,0.0123934,0.613626,0.242485,1.31424,0.504415,-15.2445,3.42407
18.9104,31.3108,0.388468,0.00636271,0.639817,0.24028,1.29358,0.497143,-14.1356,3.61973
19.0403,31.1125,0.408509,0.00509409,0.639608,0.246188,1.27879,0.492546,-14.7421,3.9649
19.1893,30.9182,0.388769,0.0142241,0.61191,0.251224,1.28045,0.491446,-14.4173,4.85622
19.2686,30.736,0.358247,0.0253534,0.583473,0.248736,1.29905,0.497085,-15.581,4.70474
19.3448,30.5363,0.344862,0.0299178,0.582445,0.245302,1.32473,0.506509,-15.8414,4.23209
19.3908,30.2766,0.353144,0.0233546,0.602019,0.242061,1.34755,0.517769,-14.9523,4.61884
19.4129,30.0859,0.357377,0.00977374,0.631841,0.232698,1.35969,0.531805,-15.8854,3.93953
19.4082,29.8539,0.33894,-0.00469395,0.657637,0.212144,1.35571,0.539588,-15.0057,3.10525
19.3825,29.5941,0.301936,-0.010752,0.682335,0.186768,1.3446,0.542932,-14.1985,2.1308
19.3387,29.3104,0.267993,-0.0117208,0.702686,0.167632,1.34436,0.550476,-14.7322,-0.0742383
19.3035,29.0698,0.246806,-0.00751439,0.715867,0.16839,1.36657,0.57022,-16.4675,-0.374877
19.2448,28.805,0.24074,-0.0035335,0.723862,0.175912,1.39823,0.591598,-16.9021,0.589089
19.2185,28.5908,0.227849,-0.000918528,0.732488,0.178091,1.41911,0.603241,-18.532,0.784082
19.1633,28.4185,0.213778,-0.00032438,0.736694,0.169645,1.41347,0.599103,-18.1913,1.96895
19.1269,28.2737,0.201258,-0.00772568,0.737929,0.154696,1.37878,0.580678,-16.5681,2.46343
19.0891,28.1783,0.20227,-0.0223041,0.740229,0.143101,1.33667,0.565209,-16.6354,2.03991
19.0616,28.1035,0.205085,-0.0360575,0.742,0.138075,1.30318,0.552136,-15.2151,2.58584
19.0185,28.025,0.247053,-0.0529658,0.760138,0.138791,1.28205,0.544136,-15.0219,1.93582
18.9764,27.9614,0.284924,-0.0660802,0.777487,0.139802,1.27973,0.541456,-14.5332,1.38278
18.9064,27.9375,0.293743,-0.0693215,0.772653,0.135112,1.28822,0.54415,-14.0606,0.572821
18.805,27.8721,0.264975,-0.0599472,0.72962,0.121392,1.28625,0.539576,-12.7023,-0.919715
18.6908,27.8568,0.213279,-0.0405467,0.663404,0.108331,1.26715,0.528543,-11.3343,-1.40991
18.5509,27.8034,0.172382,-0.0286239,0.61479,0.097237,1.23592,0.511624,-10.2433,-1.66042
18.5188,27.693,0.178535,-0.0325846,0.609959,0.0998772,1.21564,0.504471,-9.28159,-0.764402
18.1952,27.5291,0.211263,-0.0397922,0.604013,0.1076,1.22166,0.505113,-8.60562,0.397538
18.1546,27.4977,0.216015,-0.0512777,0.632948,0.1078,1.24357,0.509699,-8.19793,-0.369254
17.9041,27.1755,0.253787,-0.0781211,0.69922,0.107079,1.26364,0.518524,-7.80971,-1.52241
17.6588,26.9642,0.300362,-0.0910764,0.735676,0.112674,1.27939,0.529381,-9.12835,-3.83093
17.4015,26.7371,0.325106,-0.0735235,0.708053,0.117856,1.28736,0.527673,-10.0409,-6.567
17.0584,26.3779,0.341715,-0.0365258,0.638154,0.1268,1.29444,0.517637,-9.08673,-6.57085
16.6919,26.0907,0.340241,-0.00475374,0.566713,0.137667,1.29828,0.506214,-9.70502,-5.65985
16.2906,25.754,0.337028,0.00725725,0.508812,0.150027,1.29043,0.492399,-9.67782,-1.34719
15.8773,25.3485,0.343193,-0.00360427,0.477455,0.161709,1.26242,0.472352,-8.40525,4.2086
15.4469,24.9286,0.388626,-0.0399042,0.490411,0.180901,1.22955,0.453356,-7.77927,10.683
14.9239,24.3183,0.523782,-0.105322,0.564898,0.232404,1.23669,0.465322,-6.69957,21.3421
14.4002,23.7847,0.727138,-0.17637,0.661942,0.327036,1.32635,0.531164,-9.21083,29.9965
13.8402,23.217,0.932258,-0.209681,0.733152,0.4568,1.50361,0.644801,-16.1731,37.3624
13.2862,22.6587,1.05596,-0.189036,0.762776,0.557622,1.71199,0.769431,-23.8946,37.6863
12.8317,22.1748,1.01428,-0.123825,0.766896,0.546318,1.87417,0.855036,-28.5512,26.3073
12.4104,22.0747,0.78639,-0.0458819,0.751418,0.395478,1.92914,0.866342,-21.3321,13.8279
12.0508,22.2795,0.505815,0.00739817,0.70071,0.184612,1.86509,0.815665,-9.13153,1.81609
11.8071,22.4969,0.320074,0.0203132,0.615752,0.0379604,1.70169,0.721596,2.37421,-3.87295
11.642,22.7277,0.27735,0.00882919,0.516418,0.0077261,1.50645,0.617718,8.73905,-0.843704
11.5225,22.8503,0.358985,-0.0229492,0.46826,0.0572669,1.3404,0.541758,6.66184,2.2704
11.3852,22.8006,0.49566,-0.0644623,0.502349,0.12114,1.25861,0.517089,3.16439,3.63602
11.2336,22.6582,0.597821,-0.0932645,0.580122,0.165082,1.28791,0.545201,-0.351606,3.61382
11.0759,22.5047,0.596676,-0.0981063,0.643747,0.167775,1.39095,0.598817,-2.10483,2.26283
10.8646,22.3497,0.513267,-0.0774721,0.652579,0.134745,1.49936,0.645003,-0.601209,1.23671
10.7269,22.2207,0.405277,-0.0443026,0.608175,0.0970741,1.55753,0.660906,1.8919,1.54045
10.5817,22.1504,0.336686,-0.019127,0.545282,0.073804,1.55764,0.650339,2.40284,2.71349
10.4769,21.9091,0.337098,-0.0250987,0.52133,0.069271,1.51422,0.626543,3.47771,3.6622
10.3849,21.7469,0.350428,-0.0425993,0.523533,0.0676385,1.4697,0.60711,3.20257,4.02291
10.3215,21.6979,0.333437,-0.0533657,0.529707,0.0586632,1.44629,0.595531,2.68027,3.48009
10.3059,21.4598,0.327688,-0.0663741,0.551192,0.055425,1.43297,0.59065,3.84379,2.4983
10.2739,21.2674,0.360564,-0.0775895,0.572278,0.0723442,1.42106,0.592781,2.15659,2.70546
10.2592,21.0951,0.394903,-0.0755084,0.563693,0.0927108,1.41278,0.595048,1.11205,3.28051
10.2465,21.0077,0.366157,-0.0513417,0.528325,0.0887184,1.4167,0.594186,2.71689,3.59197
10.2613,20.8994,0.292842,-0.0242921,0.511888,0.0616678,1.42931,0.596022,4.14708,3.28984
10.2428,20.6909,0.243474,-0.0160965,0.542542,0.0290869,1.4404,0.602137,5.20995,2.27653
10.2357,20.4132,0.23117,-0.0255247,0.59431,0.00359176,1.45445,0.611512,6.56413,1.95093
10.2276,20.1786,0.222608,-0.0374608,0.624471,-0.0111801,1.47712,0.622735,5.90143,1.52744
10.2985,20.0506,0.192668,-0.0450948,0.636882,-0.0189808,1.49243,0.629256,5.17391,1.51354
10.363,19.8717,0.156168,-0.0524326,0.653945,-0.0289062,1.48771,0.62597,5.77695,2.01723
10.4503,19.6288,0.145732,-0.0658473,0.68192,-0.037083,1.46478,0.618264,5.00878,1.55265
